2828751406	2020-01-11T21:24:22.000Z	1216108616144564225	Tipping system in NYC is going out of hand. How do you expect any customer to give 0% tip for a $0 bubble tea picked up at self service.	{'place_id': '011add077f4d2da3'}
29225605	2020-01-11T21:02:19.000Z	1216103066979700737	I can’t be working 0 hour shifts then go out for drinks when I have a 0 hour shift the next day I’m fucking exhausted.. I’m so tired Im literally at work thinking about buying that Casper foam pillow so I can use it when I go home 😩	{'place_id': '011add077f4d2da3'}
43182971	2020-01-11T20:57:14.000Z	1216101785863118850	I dead missed going out with these 0  	{'place_id': '01a9a39529b27f36'}
1616422644	2020-01-11T20:49:33.000Z	1216099851114598400	When you go out to brunch and you are drunk by 0pm 🤣🤷🏻‍♂️🙃	{'place_id': '01a9a39529b27f36'}
1161736701477314562	2020-01-11T19:59:17.000Z	1216087203492909057	   Do YOU have two jobs, go to school, pay the bills/rent, put food on the table, and raise a kid?	{'place_id': '78a02f93f1937208'}
144646293	2020-01-11T18:54:48.000Z	1216070974195601413	Heart going out to PR!! 	{'place_id': '011add077f4d2da3'}
22516507	2020-01-11T18:46:05.000Z	1216068782340419585	Niggas in my coworkers DM’s; from another niggas IG account; asking if he fucked his shorty; which he hasn’t. It’s been 0 Days in the New Years & niggas already going out sad.	{'place_id': '01a9a39529b27f36'}
1145783638690271237	2020-01-11T18:29:37.000Z	1216064635188760576	I don’t wanna go out today bc I found parking in front of my house 😩... but it’s so nice out	{'place_id': '00c39537733fa112'}
956261047798820865	2020-01-11T18:29:28.000Z	1216064597377134592	 proud of you! The greatest thing ever! Going out on dinner dates alone lol	{'place_id': '011add077f4d2da3'}
698340580246560772	2020-01-11T18:29:25.000Z	1216064586455056389	Taking myself on a date today. Going out for lunch then heading to a get together	{'place_id': '00c39537733fa112'}
1114578590291591169	2020-01-11T18:17:36.000Z	1216061611569532929	 Mr. BLOOMBERG. Thanks. I am going to work extremely hard for you and your Team. These are Our Father's children and He is not pleased.  Do unto others as You would have them do unto You. You are truly needed as President of The United States. Please.Sincerely Shellie, Love	{'place_id': '00c39537733fa112'}
2712986067	2020-01-11T17:57:27.000Z	1216056541218033664	Mom:stop going out with them birds you deserve betterMe: 	{'place_id': 'ada31b3a48d2b797'}
1572697614	2020-01-11T17:48:27.000Z	1216054276851732482	Never waste a beautiful day like today. Experience the natural surroundings around you and enjoy the little things that others don’t see. Go out there and do something physical! Your body and mind will thank you… 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.96611111, 40.7825]}}
2829868293	2020-01-11T17:46:06.000Z	1216053683743490048	Cabin fever and being sick is the worst combo. I WANNA GO OUT!!! Someone visit me and send me something please. Lol....	{'place_id': '011add077f4d2da3'}
3078727231	2020-01-11T17:45:13.000Z	1216053463492255747	Some of ya beasting to go out	{'place_id': '002e24c6736f069d'}
839089124	2020-01-11T17:34:10.000Z	1216050682509365248	I listened to Emanuel and have specific bags for specific things. Work bag, going out bag, traveling bag. I always know what item is in what bag 😂😭	{'place_id': '011add077f4d2da3'}
737972563	2020-01-11T17:05:49.000Z	1216043549554331650	This weather is absolutely beautiful but of course I have to go to work😭	{'place_id': '4a4c49cb161a4eb9'}
91224923	2020-01-11T16:46:00.000Z	1216038559364341761	my energy levels have been so out of whack with the lack of sleep/how busy i have been entertaining people and going out since the new year started. even when i sleep in i’m still physically exhausted and i’m really trying to avoid coffee HELP	{'place_id': '011add077f4d2da3'}
167677778	2020-01-11T16:33:51.000Z	1216035504413691904	0 degrees out. Definitely going out today.	{'place_id': '011add077f4d2da3'}
2191769560	2020-01-11T16:06:41.000Z	1216028667681431552	Arms so sore from the gym yesterday, don’t even wanna go to work	{'place_id': '00c39537733fa112'}
78396433	2020-01-11T16:04:54.000Z	1216028217418702848	PARTY TIP: IF YOU HAVE CHRONIC NOSEBLEEDS AND ARE AFRAIDTO GO OUT IN PUBLIC WEAR ALL WHITE AND TELL ANYONE WHO ASKS YOU IF YOU’RE OKAY THAT YOU’RE COSPLAYING AS 	{'place_id': '777dd5b3b30a625e'}
94414042	2020-01-11T15:59:58.000Z	1216026978047930368	Thoughts and prayers go out to       	{'place_id': '7cc0ce33cac366fc'}
909133220272328706	2020-01-11T15:02:39.000Z	1216012553698054145	0 games in 0 days. Rangers 0x, Caps, Canes, Bruins & WingsTime to go to work 	{'place_id': '1e11d8be00564690'}
768244987	2020-01-11T14:56:41.000Z	1216011048584732672	How does every single gay have a gaggle of 0-0 gays they go out with every night??? did I miss the sign up? Is there a registration form I don’t get it	{'place_id': '011add077f4d2da3'}
2667308268	2020-01-11T14:54:22.000Z	1216010469485563906	me going to school 0-0 then to go to both practices everyday and get home 0-0 everyday 🤦🏽‍♀️ 	{'place_id': 'b046074b1030a44d'}
38548566	2020-01-11T14:01:40.000Z	1215997205347209216	Or ..... we need to get to work & get our kids to school 	{'place_id': '00c39537733fa112'}
3048891932	2020-01-11T13:53:38.000Z	1215995181901762563	tryna go out today	{'place_id': 'cd13d7c07e4e78e7'}
827538067405860864	2020-01-11T12:02:42.000Z	1215967268162736128	 These SCUMBAG Swamp Dwelling Prez.TRUMP HATERS R GOING OUT OF THEIR WAY TO DESTROY THE SUCCESS THAT WE R enjoying THANKS to GOD & PREZ.TRUMP. THESE COCKSUCKERS SHOULDN'T BE ALLOWED TO USE THE USA FLAG AS A BACK DROP. THEY R & WILL REMAIN A  BUNCH OF LYING LOSERS. REPUGNANT! 	{'place_id': 'b87b05856ab8dbd8'}
1173458894	2020-01-11T10:53:49.000Z	1215949929853702144	i’m not going out until my birthday, so don’t ask me bc ima say yes	{'place_id': '812a6cfdd31b4a5f'}
174155684	2020-01-11T07:16:19.000Z	1215895196694609920	I need to go out for drinks, party...something lol. It’s been a while	{'place_id': 'fa3435044b52ecc7'}
1001526167659335680	2020-01-11T06:42:48.000Z	1215886760774905856	I have no motivation to go back to college 🤦🏽‍♂️ this is beyond me man	{'place_id': '002e24c6736f069d'}
4833901468	2020-01-11T06:02:03.000Z	1215876504900505600	when my friends force my antisocial ass to go out 	{'place_id': '011add077f4d2da3'}
102558152	2020-01-11T05:47:16.000Z	1215872787124051968	Okay, it’s 0:0am. Should I get dressed and go out?	{'place_id': '011add077f4d2da3'}
1008110425865621504	2020-01-11T05:29:33.000Z	1215868324715945984	Accidentally? Wow! What a way to go out in life by pple accidentally killing u bfr time 	{'place_id': '011add077f4d2da3'}
520041391	2020-01-11T05:17:12.000Z	1215865218334633985	I wanna go out & get drunkkk wtfffff	{'place_id': '01a9a39529b27f36'}
244426912	2020-01-11T05:05:32.000Z	1215862284523921408	lmfao i cant never go out and just be in my phone!!! lmfao lije what is the issue	{'place_id': '01a9a39529b27f36'}
748454822	2020-01-11T04:58:21.000Z	1215860474253860864	 Don’t go to work.	{'place_id': 'fa3435044b52ecc7'}
92723564	2020-01-11T03:50:51.000Z	1215843489080119309	I just wan go out have a few drinks & shake what my momma gave me .. yet im surrounded by boring mofos🙄	{'place_id': '011add077f4d2da3'}
292059783	2020-01-11T03:47:26.000Z	1215842626236227585	Actual scenarios I run through when debating what’s “enough” battery to go out with:- apocalypse - kidnapping, locked in a trunk - getting invited over by someone hot on Grindr at 0am but not getting an address before my phone dies	{'place_id': '01a9a39529b27f36'}
1898177143	2020-01-11T03:45:51.000Z	1215842231208304640	“Are you going out tonight?”Me, starting at a bottle of whiskey & a notepad: “Nah, it’s date-night.”	{'place_id': 'b046074b1030a44d'}
590127445	2020-01-11T03:19:30.000Z	1215835598264684550	Love going out for dinner and being called names. 😂 	{'place_id': '36763957ba75d166'}
1021223328160395264	2020-01-11T02:54:54.000Z	1215829407211905024	Wizkid will be like, when did my body go out that I didn’t know about it 🤔 	{'place_id': '00c39537733fa112'}
4223205137	2020-01-11T02:53:17.000Z	1215829002402914307	A couple more quick shots from the camera roll. Great show as always! Please go out and support our kids!  📷 	{'place_id': '07d9e3ae73c87004'}
762747896	2020-01-11T02:42:10.000Z	1215826205179551749	I usually never get invite to go out for drinks & the one day, the one day.. I’m in pjs ready for bed 🤦🏻‍♀️	{'place_id': '002e24c6736f069d'}
940654108792455168	2020-01-11T02:41:38.000Z	1215826070454317057	Most of the people that come to my office 💀💀 	{'place_id': '002e24c6736f069d'}
762747896	2020-01-11T02:41:25.000Z	1215826013726433280	Damnn! The one time I have the chance to go out & have fun and I’m in pjs. 🤦🏻‍♀️	{'place_id': '002e24c6736f069d'}
219891584	2020-01-11T02:30:47.000Z	1215823337856937990	Anytime I go out in NYC, the universe seems to scream to me...California!	{'place_id': '01a9a39529b27f36'}
333761195	2020-01-11T02:20:58.000Z	1215820868493901835	To add its wild when we literally getting ask to do chores/task in a house you don’t live in.I understand you go to work and pay rent but tbh most of us do too and niggas been cleaning behind other mfs not to come home home and do the same	{'place_id': '01a9a39529b27f36'}
61556114	2020-01-11T02:01:42.000Z	1215816018645393410	Niggas be going out every weekend Wtf y’all celebrating???? Poverty	{'place_id': '011add077f4d2da3'}
22920908	2020-01-11T01:16:33.000Z	1215804657836142593	 Yup. For antisocial folks like me it’s tough to go out and find people to play games with haha.	{'place_id': '011add077f4d2da3'}
53431040	2020-01-11T01:14:50.000Z	1215804226640797697	Imagine if you ain’t go to college got no debt and you just cashing out at Taco Bell rn 😂 love it	{'place_id': '01a9a39529b27f36'}
188598756	2020-01-11T01:06:33.000Z	1215802138875568129	Yeah you really going out bad if this is you at some point 	{'place_id': '00c55f041e27dc51'}
1905897104	2020-01-11T00:56:06.000Z	1215799511337066496	i’m trynna go out wtw	{'place_id': 'fa3435044b52ecc7'}
42024962	2020-01-11T00:12:24.000Z	1215788514627014660	Mikey’s on his way back to school and I’m on my way back to empty nesting if you know what I mean. @ New York City - Manhattan - Nyc 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.97764206, 40.7522637]}}
381885694	2020-01-11T00:11:31.000Z	1215788292186296325	But I’m still going out tonight anyways 🤪 	{'place_id': '01a9a39529b27f36'}
935881678849011712	2020-01-11T00:00:49.000Z	1215785599652843520	Well it’s gonna be in the 0s tomorrow... I should go out and be a hoe.... 	{'place_id': '01a9a39529b27f36'}
39780521	2020-01-12T23:44:09.000Z	1216506177842044934	 no driver.  No one to deal with this.  Taking advantage of students going back to college.   	{'place_id': '01a9a39529b27f36'}
360441308	2020-01-12T23:30:46.000Z	1216502812290494464	We took down the Christmas tree tonight. I’d feel sad but I was able to go out without a coat today. It definitely didn’t feel like January.	{'place_id': '00c55f041e27dc51'}
93296668	2020-01-12T22:55:45.000Z	1216493998224871427	Facts. I’ll go out there and say Patrick Mahomes is the best PLAYER in the NFL. 	{'place_id': '00c39537733fa112'}
1029363224	2020-01-12T22:30:10.000Z	1216487560521879553	I don’t understand how people live life without going to school or having a job	{'place_id': '789a596e07b40baf'}
126157771	2020-01-12T22:14:34.000Z	1216483636314169345	When your “baby girl” is going to take her H.S. Senior pictures.... where did the time go??? She’s beautiful... My baby heading to college!! @ Prospect Lefferts Gardens 	{'coordinates': {'type': 'Point', 'coordinates': [-73.9548, 40.6595]}, 'place_id': '011add077f4d2da3'}
435461216	2020-01-12T22:03:08.000Z	1216480760120606721	  I’ve met some good and of course some I was not so fond of, but that’s with every group of people. But I personally have witnessed them spitting towards gays/anything pride related. And when I used to go out in Brooklyn they would come into night clubs and get overly-	{'place_id': '00c55f041e27dc51'}
1141348878085709825	2020-01-12T21:51:23.000Z	1216477799348875276	I’m sorry I’m willing to pay for it fuck it if you have kids I’ll take them muahfuckers to school hook a nigga up 	{'place_id': 'fa3435044b52ecc7'}
19769121	2020-01-12T21:42:35.000Z	1216475585536458753	I hope y’all power go out 	{'place_id': '011add077f4d2da3'}
740906863	2020-01-12T21:28:03.000Z	1216471930393579521	I really be out here listening to my inner voice. I don’t wanna go out with u, answer calls, wats my time, none of that. I’m ignoring u. No bitter shit. I’m just chilling.	{'place_id': '011add077f4d2da3'}
167256622	2020-01-12T21:01:38.000Z	1216465278994984961	“Sorry I can’t go out with you because of goaltender interference.”“That makes no sense.”*shoving breadsticks into my purse* “Exactly.” 	{'place_id': '011add077f4d2da3'}
276840817	2020-01-12T20:59:31.000Z	1216464747496865793	I don’t think Mahomes going out like this. Texans need another two tds prolly. 	{'place_id': '00c39537733fa112'}
2214932207	2020-01-12T20:40:22.000Z	1216459930363944960	I really gotta go to work	{'place_id': '011add077f4d2da3'}
47471376	2020-01-12T20:16:05.000Z	1216453818407366656	My thoughts go out to all the victims of this catastrophic event, their families, and the people of Haiti.——————•  	{'place_id': '01a9a39529b27f36'}
47696996	2020-01-12T19:59:34.000Z	1216449661919166466	That’s a wrap on the celebrations! Thank you to my amazing friends for all the celebrations! Thank you to all the ones that were there in spirit-we’ll just have to go out again! 😉 I am so lucky to have such amazing… 	{'coordinates': {'type': 'Point', 'coordinates': [-74.02701642, 41.0496904]}, 'place_id': 'babc5d5f624f3bd8'}
810306825744773124	2020-01-12T19:50:53.000Z	1216447478314229760	I’m literally sick to my stomach packing to go back to college 😭😭😭 0 more months baby that’s it and you’re home freeeee 	{'place_id': '00c39537733fa112'}
2764122291	2020-01-12T19:47:40.000Z	1216446666418552832	somebody drive to new york and bring me back to school with them 🤣	{'place_id': '00c39537733fa112'}
189299761	2020-01-12T19:26:51.000Z	1216441427854614530	Hey family 💚 no new video today because I’m getting my life together for DR tomorrow 🇩🇴This is only my second time going out the country and I’m so excited! Have you been out the country and if so where? Sound off… 	{'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}, 'place_id': '01a9a39529b27f36'}
2191769560	2020-01-12T19:20:51.000Z	1216439918001577985	 I couldn’t even tell you, Bieber going out sad tho begging for streams and shit	{'place_id': '01a9a39529b27f36'}
99330767	2020-01-12T19:16:29.000Z	1216438820402614274	Stop making me drive the boat whenever I go out please.	{'place_id': '011add077f4d2da3'}
928021057583411200	2020-01-12T19:12:21.000Z	1216437779233693696	Next week that I’m actually supposed to go out it’s gonna be 0 degrees....	{'place_id': '002e24c6736f069d'}
1064561886	2020-01-12T19:05:36.000Z	1216436079777193984	does every other portuguese family only EVER eat portuguese food when going out or is it just mine	{'place_id': 'fa3435044b52ecc7'}
1127795158131646464	2020-01-12T18:48:36.000Z	1216431802350538752	hmmmm in the mood to go out for brunch	{'place_id': 'b87b05856ab8dbd8'}
938998109165699073	2020-01-12T18:29:21.000Z	1216426959246446594	I gotta stop going out i keep waking up so late	{'place_id': '00c39537733fa112'}
2161665791	2020-01-12T18:19:24.000Z	1216424453971894283	my friends are going hiking and i’m going to work... ughhh lifeeeee 😔	{'place_id': 'cd13d7c07e4e78e7'}
23891217	2020-01-12T18:12:13.000Z	1216422644763021313	Go out and support! 	{'place_id': '01a9a39529b27f36'}
985811400	2020-01-12T18:12:03.000Z	1216422605818945536	Showered, shaved, and ready to go out to do the most boring, mundane tasks on a Sunday!  Ehh, I might throw in going to see a movie in here somewhere...  @ Williamsburg, Brooklyn 	{'coordinates': {'type': 'Point', 'coordinates': [-73.95, 40.7]}, 'place_id': '011add077f4d2da3'}
387465482	2020-01-12T17:15:46.000Z	1216408438789505024	Today someone asked me if there was an “alternative motive” for going out to eat.I just wanted some good company.	{'place_id': '00c39537733fa112'}
356179810	2020-01-12T17:02:07.000Z	1216405006531923970	 Yea why I hardly go out but dickappointment party last month was so lit .... no it’s not a sex party lol 	{'place_id': '011add077f4d2da3'}
33538291	2020-01-12T16:47:33.000Z	1216401339737088003	Who told me to go out last night abd not get home til 0am. Why? For what?!	{'place_id': '011add077f4d2da3'}
38942955	2020-01-12T16:43:56.000Z	1216400428239409158	To go out or to stay home and relax	{'place_id': '002e24c6736f069d'}
91445611	2020-01-12T16:40:33.000Z	1216399576028057606	Do i really go back to school tomorrow?? That month flew by😭😭😭	{'place_id': '00c39537733fa112'}
324438240	2020-01-12T16:01:53.000Z	1216389847297994754	My New Years resolution is to say yes to going out whenever I actually can and I’ve been doing that🤗 now I just need to learn how to loosen up and have fun🤔	{'place_id': '011add077f4d2da3'}
2569975208	2020-01-12T15:49:34.000Z	1216386744976846849	Despite all the setbacks and dealing with things no one should have to, she got her GED and went back to school. This week she graduated from college with her associates and is moving on to radiography school. I will never have words for how proud I am. My role model. My ROD. ❤️ 	{'place_id': '07d9e3b39cc80001'}
1109367550687789056	2020-01-12T15:46:27.000Z	1216385963280289793	 Don’t go out Friday at rush hour, you’ve been warned!	{'place_id': '00c39537733fa112'}
1132720746051063810	2020-01-12T15:46:14.000Z	1216385909278543874	I can’t be going out everyday I’m running out of outfit ideas	{'place_id': '3e5bc38bcc04fa30'}
21463400	2020-01-12T15:25:21.000Z	1216380651747848193	0 degrees in New York City in January? This is going to be a great day for cycling. Can’t wait to go out. @ Midtown East, New York 	{'coordinates': {'type': 'Point', 'coordinates': [-73.97028295, 40.75153154]}, 'place_id': '01a9a39529b27f36'}
22854885	2020-01-12T15:15:03.000Z	1216378061316415495	" There's a real logistical tension between ""getting married at 0"" and ""going to college"" that I think the social conservatives tend to handwave away."	{'place_id': '011add077f4d2da3'}
45955056	2020-01-12T14:48:02.000Z	1216371262093742080	going out sad as hell. 	{'place_id': '002e24c6736f069d'}
837993986	2020-01-12T14:46:30.000Z	1216370875693445120	I boutta pop these Tylenol’s and go to work 🥺	{'place_id': '7356b662670b2c31'}
2914612711	2020-01-12T14:46:21.000Z	1216370837579878402	I go out with a coat on just for it to be mad hot	{'place_id': '00c39537733fa112'}
1089599432818114561	2020-01-12T14:41:52.000Z	1216369710322929664	to all the people that thought i was going out last night fuck you i stood home 😂	{'place_id': 'fa3435044b52ecc7'}
52806577	2020-01-12T14:23:09.000Z	1216364999242919937	The  delivered the mail faster than  ( delivers packages; it should not take six days for a package to go “out for delivery” 	{'place_id': '96ddfc4bf2f1a80c'}
1153752076708716544	2020-01-12T14:17:06.000Z	1216363476635000832	Did I mention i was Caribbean? 😴😬😬💕 I don’t wear makeup, even when I go out, but I’ll change my hairstyle in a min. Gotta keep me on their toes, ya know! 😂😂😂 jk jk. 	{'place_id': 'fa3435044b52ecc7'}
989141707500515328	2020-01-12T11:09:22.000Z	1216316233425084418	 I WISH STARR STEVENS COULD HAVE RETURNED TO SCHOOL SHE DIDN'T WIN THE BATTLE BUT WENT BACK WITH JESUS CHRIST IN 0 SHE WAS 0 YEARS OLD TOO AND MY GREAT NEICE GJMJGJM	{'place_id': 'b87b05856ab8dbd8'}
184012283	2020-01-12T10:45:22.000Z	1216310190598950912	Going out of my way to avoid a talkative person. 🙄🙄	{'place_id': '011add077f4d2da3'}
24632822	2020-01-12T10:23:18.000Z	1216304637642493953	When the weather is randomly 0 degrees in January so we go out and be cute 😌😍 	{'place_id': '07d9c942c2086002'}
4288079656	2020-01-12T08:35:27.000Z	1216277497001758720	This reminds me of this girl I used to go to school with and idk how to even feel 😭😭 	{'place_id': 'c735e25ad03113d5'}
181547368	2020-01-12T07:01:00.000Z	1216253730179428352	 So are we going out or what?	{'place_id': '00c39537733fa112'}
1729868952	2020-01-12T06:38:57.000Z	1216248178816815104	Don’t let either of those “safe” feelings get in the way of going out and finding who you are, and receiving everything you deserve and more. You only get one life, why settle for less just because it’s what you’re used too?	{'place_id': '01a9a39529b27f36'}
216883683	2020-01-12T06:10:47.000Z	1216241089285365760	0 cent told us he wasn’t gonna let Power go out like Game of Thrones, then he gave us 0 minutes of PAZ, this shit sucks bro WTF??	{'place_id': 'b046074b1030a44d'}
453415592	2020-01-12T06:00:48.000Z	1216238578549825537	Note to college kids... Jumping over hip checks is rarely a viable strategy... Harvard v Yale tonight at MSG   @ Madison Square Garden 	{'coordinates': {'type': 'Point', 'coordinates': [-73.99349928, 40.75050204]}, 'place_id': '01a9a39529b27f36'}
382879874	2020-01-12T05:55:19.000Z	1216237198661627904	me when all my friends find guys when we go out but i’m just there 	{'place_id': '00c39537733fa112'}
1198784041	2020-01-12T05:25:32.000Z	1216229701754261504	"""So you go out a yuh way fi argue,cause yuh know say mi nah guh call yuh,dat a yuh signal fi do weh yuh wah do"" "	{'place_id': '011add077f4d2da3'}
1025851714019225600	2020-01-12T05:19:20.000Z	1216228144715268096	Going out for drinks... then coming home to a cup coffee ... 🤷🏻‍♀️   or just old	{'place_id': '011add077f4d2da3'}
172841478	2020-01-12T05:12:40.000Z	1216226465148215296	If my man didn’t live this way, I would’ve been back to school already	{'place_id': 'e993aa6b2023e210'}
15935193	2020-01-12T04:25:36.000Z	1216214619662045185	Just finished my homework now I can finally go out and play 	{'place_id': '011add077f4d2da3'}
763145974818697216	2020-01-12T04:01:43.000Z	1216208610218344460	All I’m taking from this game is Lamar Jackson has to be the best project any head coach / GM / owner would love to have. Better days ahead...we all know he’s going to work hard and be great face for the league with the other young QBs.	{'place_id': '011add077f4d2da3'}
37109983	2020-01-12T03:45:30.000Z	1216204530377023489	All my friends going out no one to play online with	{'place_id': '011add077f4d2da3'}
126108953	2020-01-12T03:40:19.000Z	1216203226657312768	i wish i could detour here on my way to school but it is 0:0 at night and i am alone :(	{'place_id': '002e24c6736f069d'}
540616749	2020-01-12T03:39:59.000Z	1216203139621236737	  I am going out to buy Ponds Cold Cream right now💙	{'place_id': '01a9a39529b27f36'}
1147001046629257216	2020-01-12T03:35:03.000Z	1216201897868242945	 Yes, don’t go out ! lol	{'place_id': '5a700e3c73cbf9b9'}
2446000656	2020-01-12T03:25:00.000Z	1216199372121214977	ravens can’t go out pitiful like this	{'place_id': '002e24c6736f069d'}
96481937	2020-01-12T03:24:57.000Z	1216199356803690496	  I go out of my way to get there when I visit and I remain unashamed	{'place_id': '5d09360434c9b510'}
2191769560	2020-01-12T03:23:04.000Z	1216198884088864768	Ravens going out sad 😢	{'place_id': '00c39537733fa112'}
992575182844940288	2020-01-12T03:21:57.000Z	1216198603707908102	Damn, I hope the young 🐐 don’t go out like this.	{'place_id': 'fa3435044b52ecc7'}
774488371917889536	2020-01-12T03:10:33.000Z	1216195732547555328	When your sister goes back to college and you subsequently go back with her she has my full support 📄✏️📝🅰️➕ helping with discussion post writing papers and assisting with exams	{'place_id': '002e24c6736f069d'}
1589011405	2020-01-12T03:09:29.000Z	1216195466523750407	This year I’m not going out of my way for nobody but myself. I’ve done that nice shit just to please others & that ain’t how it works.	{'place_id': '11cdb607ab2f17bb'}
1320365150	2020-01-12T02:57:46.000Z	1216192518175543297	It’s like I wanna go out to celebrate that I got a second job but something is telling me to order food and stay home	{'place_id': '002e24c6736f069d'}
3884508195	2020-01-12T02:45:54.000Z	1216189532753842176	 If I wasn’t so scared of sex parties I would go. I talk a big game on twitter but like when I go out I’m like 	{'place_id': '01a9a39529b27f36'}
872869810002178048	2020-01-12T02:25:37.000Z	1216184426402668546	 The River made more sense to me when I heard him explain the concept in an interview years later. The fast throwaway rockers are the songs the characters in the slow songs go out and dance to on weekends.	{'place_id': '24661d47b426cdac'}
1307032772	2020-01-12T02:19:38.000Z	1216182918537760773	Friday is the superior night to go out. The two day recovery alone is worth it.	{'place_id': '01a9a39529b27f36'}
232338866	2020-01-12T02:06:49.000Z	1216179697123495937	"   ...do I get to use the fact that you USED to be here as a justification that you can't ""attack"" me because you used to live in my house?0. As someone who actually went through the process of going to college & law school after having gone through 0 education until I was 0:0/0"	{'place_id': '011add077f4d2da3'}
335106745	2020-01-12T01:31:32.000Z	1216170817060511744	Had a fun time going out to see 0 with the eastcoastdoughboys. I'm wearing a reproduction YMCA uniform with my Miss Coney Island 0 sash. Last photo from the  of a YMCA propaganda post that is my… 	{'coordinates': {'type': 'Point', 'coordinates': [-73.98865, 40.75658]}, 'place_id': '01a9a39529b27f36'}
1694033784	2020-01-12T01:28:54.000Z	1216170152389160960	I’m so washed I hate going out 😭	{'place_id': '1e11d8be00564690'}
14549365	2020-01-12T01:21:00.000Z	1216168164146413571	 I'm going to go out on a limb and state that the President did not write this tweet personally.	{'place_id': '011add077f4d2da3'}
839283383784071168	2020-01-12T01:14:53.000Z	1216166624157454337	    Threat to Embassies. To attack an  embassy.  wouldn't have DONE something stupid like that. Again  0 innocent LIVES were blown up bc of bad made up info on imminent attacks on U.S..My prayers again go OUT to all the victims CAUGHT in between.	{'place_id': '27485069891a7938'}
953398397133783040	2020-01-12T01:10:09.000Z	1216165435546185728	I wanna go out somewhere, this gaming shit is getting boring.	{'place_id': 'fa3435044b52ecc7'}
22516507	2020-01-12T00:58:51.000Z	1216162591472607232	Fuck going out, I be boolin’ @ the house.	{'place_id': '011add077f4d2da3'}
2327475615	2020-01-12T00:50:29.000Z	1216160487240585217	This weather makes me wanna go out tonight	{'place_id': 'b046074b1030a44d'}
1397602746	2020-01-12T00:45:58.000Z	1216159347849486336	   Math? Lol. You expect she would truly be an expert? She needs to go back to school	{'place_id': '011add077f4d2da3'}
839283383784071168	2020-01-12T00:38:59.000Z	1216157589505028099	 First get human RIGHTS groups to PALESTINE.   habe been murdering  with impunity for over 0 FUCKING years. My prayers go OUT to the late passengers of the  that was shot down by mistake in all the confusion of possible...	{'place_id': '27485069891a7938'}
380738653	2020-01-12T00:34:38.000Z	1216156494489583617	Kind of in the mood to go out.	{'place_id': '00c39537733fa112'}
3044830318	2020-01-12T00:12:39.000Z	1216150962680860672	I agreed to going out but now I’m in bed and regret it 🤣	{'place_id': '00c39537733fa112'}
